day,S,I,R,D,beta,gamma,mu,R0
0,999.0,0.12155001756095862,0.0,0.4406526160051074,0.15,0.06,0.003,2.380952380952381
1,998.8434631066425,0.4356785524446265,0.06268234588296444,0.0,0.15,0.06,0.003,2.380952380952381
2,998.672755172912,2.002940397386381,0.13105042522200244,0.0,0.15,0.06,0.003,2.380952380952381
3,998.4866008333177,2.045212188192221,0.2056180716367107,0.0,0.15,0.06,0.003,2.380952380952381
4,998.2836114579857,3.1907351390819763,0.28694515655518693,0.0,0.15,0.06,0.003,2.380952380952381
5,998.0622751592855,3.685870929370349,0.3756417301637792,0.11254436186692371,0.15,0.06,0.003,2.380952380952381
6,997.8209463551013,2.080085413287752,0.47237236179219544,0.0,0.15,0.06,0.003,2.380952380952381
7,997.557834259767,2.426388617353453,0.5778609437092534,0.46437538728592415,0.15,0.06,0.003,2.380952380952381
8,997.2709904862315,1.54679915322065,0.6928958889215325,0.0,0.15,0.06,0.003,2.380952380952381
9,996.9582958667612,1.7679887105671845,0.8183356775141019,0.10740646259311845,0.15,0.06,0.003,2.380952380952381
10,996.6174459784424,0.0,0.9551149865447651,0.4695224179922316,0.15,0.06,0.003,2.380952380952381
11,996.2459356545587,1.108581552804791,1.104251282615552,0.12859623916215385,0.15,0.06,0.003,2.380952380952381
12,995.8410425498706,1.3669167278429137,1.2668518584973107,0.10136925567301514,0.15,0.06,0.003,2.380952380952381
13,995.3998093579263,3.3965877884052476,1.4441215050955263,0.25049093079520146,0.15,0.06,0.003,2.380952380952381
14,994.9190247630945,2.9342580364332513,1.637370788215324,0.0,0.15,0.06,0.003,2.380952380952381
15,994.3952031282995,6.221249750441062,1.848024950080027,0.0,0.15,0.06,0.003,2.380952380952381
16,993.8245628566526,6.512637430242852,2.0776334881356373,0.11104376184702125,0.15,0.06,0.003,2.380952380952381
17,993.2030033803328,5.562788772442987,2.327880446010096,0.04735148041286999,0.15,0.06,0.003,2.380952380952381
18,992.5260807631058,5.974463005157072,2.6005954585266475,0.0,0.15,0.06,0.003,2.380952380952381
19,991.7889819137148,6.690304358541514,2.897765565336135,0.3945154595023519,0.15,0.06,0.003,2.380952380952381
20,990.9864974482659,5.4912362541496975,3.221547865616544,0.3562803702246653,0.15,0.06,0.003,2.380952380952381
21,990.1129931416424,6.017319721865599,3.5742830481926515,0.0,0.15,0.06,0.003,2.380952380952381
22,989.1623803172203,5.403883598654481,3.9585096853009936,0.0,0.15,0.06,0.003,2.380952380952381
23,988.1280848555534,6.771126981171491,4.376979537948264,0.14484908100488897,0.15,0.06,0.003,2.380952380952381
24,987.003015481524,9.421372634183589,4.832673647036806,0.48884779870003403,0.15,0.06,0.003,2.380952380952381
25,985.7795310405207,8.804509158260437,5.3288194039247,0.2898350386166246,0.15,0.06,0.003,2.380952380952381
26,984.4494074709245,8.905778324087658,5.868908430359133,0.28233336739459625,0.15,0.06,0.003,2.380952380952381
27,983.0038045577497,9.820779575469162,6.456715322198144,0.1739062732389685,0.15,0.06,0.003,2.380952380952381
28,981.4332329057967,11.25715781861037,7.096317191022375,0.4031214567296304,0.15,0.06,0.003,2.380952380952381
29,979.7275219978709,13.591770774058757,7.792113847177544,0.7210436382600418,0.15,0.06,0.003,2.380952380952381
30,977.8757892419776,11.42616125775061,8.548848696785084,0.230041581200694,0.05,0.06,0.003,0.7936507936507937
31,977.2376621187566,12.602793233547358,9.332181762282186,0.02580546279777135,0.05,0.06,0.003,0.7936507936507937
32,976.6089011352019,13.918435476454974,10.104517953040128,0.6566062134574342,0.05,0.06,0.003,0.7936507936507937
33,975.9893825978206,10.708177056340341,10.865987706908932,0.23419955734692616,0.05,0.06,0.003,0.7936507936507937
34,975.378984061131,14.165291981489437,11.61672065662989,0.135975400564031,0.05,0.06,0.003,0.7936507936507937
35,974.7775842744577,11.152368040831288,12.356845607618144,0.8554140268700348,0.05,0.06,0.003,0.7936507936507937
36,974.1850631848887,12.955418306713701,13.086490511957642,0.7731021763215196,0.05,0.06,0.003,0.7936507936507937
37,973.6013019431683,12.016154226894292,13.805782448863177,0.39086198570276903,0.05,0.06,0.003,0.7936507936507937
38,973.026182900602,12.19996131240243,14.514847616361816,0.9830670320084768,0.05,0.06,0.003,0.7936507936507937
39,972.4595896061983,9.971719880887225,15.213811323917664,0.6799089557893779,0.05,0.06,0.003,0.7936507936507937
40,971.9014068183861,11.558902959771927,15.902797953458174,1.195524739252787,0.05,0.06,0.003,0.7936507936507937
41,971.3515204947042,10.765599075540488,16.581930965237895,0.5394185847264175,0.05,0.06,0.003,0.7936507936507937
42,970.8098177941895,12.65394904217114,17.251332879251983,0.7054440882317039,0.05,0.06,0.003,0.7936507936507937
